league,season,team,player,standard_nation,standard_pos,age,standard_born,standard_Playing Time_MP,standard_Playing Time_Starts,standard_Playing Time_Min,standard_Playing Time_90s,standard_Performance_Gls,standard_Performance_Ast,standard_Performance_G+A,standard_Performance_G-PK,standard_Performance_PK,standard_Performance_PKatt,standard_Performance_CrdY,standard_Performance_CrdR,standard_Per 90 Minutes_Gls,standard_Per 90 Minutes_Ast,standard_Per 90 Minutes_G+A,standard_Per 90 Minutes_G-PK,standard_Per 90 Minutes_G+A-PK,shooting_nation,shooting_pos,shooting_born,shooting_90s,shooting_Standard_Gls,shooting_Standard_Sh,shooting_Standard_SoT,shooting_Standard_SoT%,shooting_Standard_Sh/90,shooting_Standard_SoT/90,shooting_Standard_G/Sh,shooting_Standard_G/SoT,shooting_Standard_PK,shooting_Standard_PKatt,keeper_nation,keeper_pos,keeper_born,keeper_Playing Time_MP,keeper_Playing Time_Starts,keeper_Playing Time_Min,keeper_Playing Time_90s,keeper_Performance_GA,keeper_Performance_GA90,keeper_Performance_SoTA,keeper_Performance_Saves,keeper_Performance_Save%,keeper_Performance_W,keeper_Performance_D,keeper_Performance_L,keeper_Performance_CS,keeper_Performance_CS%,keeper_Penalty Kicks_PKatt,keeper_Penalty Kicks_PKA,keeper_Penalty Kicks_PKsv,keeper_Penalty Kicks_PKm,keeper_Penalty Kicks_Save%,playing_time_nation,playing_time_pos,playing_time_born,playing_time_Playing Time_MP,playing_time_Playing Time_Min,playing_time_Playing Time_Mn/MP,playing_time_Playing Time_Min%,playing_time_Playing Time_90s,playing_time_Starts_Starts,playing_time_Starts_Mn/Start,playing_time_Starts_Compl,playing_time_Subs_Subs,playing_time_Subs_Mn/Sub,playing_time_Subs_unSub,playing_time_Team Success_PPM,playing_time_Team Success_onG,playing_time_Team Success_onGA,playing_time_Team Success_+/-,playing_time_Team Success_+/-90,playing_time_Team Success_On-Off,misc_nation,misc_pos,misc_born,misc_90s,misc_Performance_CrdY,misc_Performance_CrdR,misc_Performance_2CrdY,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_Performance_Crs,misc_Performance_Int,misc_Performance_TklW,misc_Performance_PKwon,misc_Performance_PKcon,misc_Performance_OG,market_value_eur
ARG-Primera División Argentina,2026,Rosario Central,Santiago Segovia,ARG,MF,19-083,2007,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,2007,0.8,0,5,0,0.0,5.92,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2007,2,76,38,5.3,0.8,1,63,0,1,13,10,1.0,1,0,1,1.18,0.99,ARG,MF,2007,0.8,0,0,0,1,3,0,6,0,0,,,0,225000.0
ARG-Primera División Argentina,2026,Sarmiento–J,Osmar Giménez,,,19-084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAR,MF,2007,0,,,,,0,,0,0,,8,,,,,,,,,,,,,,,,,,,,,,,700000.0
ARG-Primera División Argentina,2026,Rosario Central,Giovanni Cantizano,ARG,MF,19-088,2007,2,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,2007,1.2,0,6,4,66.7,5.09,3.4,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2007,2,106,53,7.4,1.2,1,90,1,1,16,13,1.33,1,1,0,0.0,-0.27,ARG,MF,2007,1.2,0,0,0,2,2,0,3,0,1,,,0,1000000.0
ARG-Primera División Argentina,2026,Defensa,Mateo Aguiar,ARG,MF,19-091,2007,9,0,157,1.7,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,ARG,MF,2007,1.7,0,2,1,50.0,1.15,0.57,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2007,9,157,17,10.9,1.7,0,,0,9,17,5,1.0,2,1,1,0.57,0.85,ARG,MF,2007,1.7,1,1,0,4,6,0,3,2,3,,,0,225000.0
ARG-Primera División Argentina,2026,Aldosivi,Felipe Anso,ARG,MF,19-101,2007,3,3,231,2.6,1,0,1,1,0,0,0,0,0.39,0.0,0.39,0.39,0.39,ARG,MF,2007,2.6,1,3,1,33.3,1.17,0.39,0.33,1.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2007,3,231,77,16.0,2.6,3,77,1,0,,2,0.67,3,3,0,0.0,0.97,ARG,MF,2007,2.6,0,0,0,3,1,1,4,1,1,,,0,
ARG-Primera División Argentina,2026,Rosario Central,Elías Verón,ARG,DF,19-102,2007,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,2007,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2007,1,90,90,6.3,1.0,1,90,1,0,,3,2.0,1,1,0,0.0,-0.27,ARG,DF,2007,1.0,0,0,0,0,0,0,2,1,3,,,0,
ARG-Primera División Argentina,2026,River Plate,Lucas Gabriel Silva,,,19-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2007,0,,,,,0,,0,0,,2,3.0,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Instituto,Lorenzo Albarracín,,,19-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,25000.0
ARG-Primera División Argentina,2026,Rosario Central,Marco Vicente,,,19-123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2007,0,,,,,0,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Defensa,Valentín Loza,,,19-125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2007,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Tigre,Alan Sebastian Lezcano,,,19-129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Boca Juniors,Leonel Flores,,,19-131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,2007,0,,,,,0,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Estudiantes–LP,Franco Basualdo,,,19-132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2007,0,,,,,0,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Vélez Sarsfield,Alexis Pereyra,,,19-134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2007,0,,,,,0,,0,0,,5,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Vélez Sarsfield,Tobías Andrada,ARG,MF,19-135,2007,15,15,1349,15.0,1,0,1,1,0,0,5,0,0.07,0.0,0.07,0.07,0.07,ARG,MF,2007,15.0,1,16,5,31.3,1.07,0.33,0.06,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2007,15,1349,90,93.7,15.0,15,90,14,0,,0,1.69,16,11,5,0.33,-0.66,ARG,MF,2007,15.0,5,0,0,23,30,0,23,9,32,,,0,9000000.0
ARG-Primera División Argentina,2026,Gimnasia–LP,Patricio Schroeder,,,19-137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRL,GK,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Arg Juniors,Rodrigo Fernández,,,19-144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,600000.0
ARG-Primera División Argentina,2026,Newell's,Facundo Guch,ARG,MF,19-148,2007,14,13,929,10.3,1,1,2,1,0,0,3,0,0.1,0.1,0.19,0.1,0.19,ARG,MF,2007,10.3,1,19,5,26.3,1.84,0.48,0.05,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2007,14,929,66,64.5,10.3,13,70,1,1,17,1,1.07,7,14,-7,-0.68,0.2,ARG,MF,2007,10.3,3,0,0,9,16,0,46,3,14,,,0,1700000.0
ARG-Primera División Argentina,2026,Talleres–C,Valentín Dávila,ARG,FW,19-149,2007,15,4,552,6.1,4,0,4,4,0,0,0,0,0.65,0.0,0.65,0.65,0.65,ARG,FW,2007,6.1,4,16,10,62.5,2.61,1.63,0.25,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,2007,15,552,37,38.3,6.1,4,70,0,11,25,1,1.44,7,5,2,0.33,0.12,ARG,FW,2007,6.1,0,0,0,14,11,1,5,0,5,,,0,1500000.0
ARG-Primera División Argentina,2026,C. Córdoba–SdE,Bautista Gerez,ARG,FW,19-155,2007,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,FW,2007,0.2,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,2007,2,16,8,1.1,0.2,0,,0,2,8,7,0.0,0,0,0,0.0,0.63,ARG,FW,2007,0.2,0,0,0,0,0,0,0,0,0,,,0,25000.0
ARG-Primera División Argentina,2026,River Plate,Ian Subiabre,ARG,MF,19-167,2007,16,9,753,8.4,1,2,3,1,0,0,2,0,0.12,0.24,0.36,0.12,0.36,ARG,MF,2007,8.4,1,18,6,33.3,2.15,0.72,0.06,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2007,16,753,47,52.3,8.4,9,66,1,7,22,0,1.76,12,5,7,0.84,0.44,ARG,MF,2007,8.4,2,0,0,19,13,0,43,6,4,,,0,3500000.0
ARG-Primera División Argentina,2026,Boca Juniors,Gonzalo Gelini,ARG,FW,19-184,2006,5,2,186,2.1,0,1,1,0,0,0,0,0,0.0,0.48,0.48,0.0,0.48,ARG,FW,2006,2.1,0,3,0,0.0,1.45,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,2006,5,186,37,12.9,2.1,2,58,0,3,24,4,1.0,3,0,3,1.45,0.73,ARG,FW,2006,2.1,0,0,0,5,3,0,5,2,0,,,0,250000.0
ARG-Primera División Argentina,2026,River Plate,Franco Jaroszewicz,,,19-193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,GK,2006,0,,,,,0,,0,0,,5,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,River Plate,Joaquín Freitas,ARG,"FW,MF",19-197,2006,10,3,449,5.0,1,1,2,1,0,0,1,0,0.2,0.2,0.4,0.2,0.4,ARG,"FW,MF",2006,5.0,1,11,4,36.4,2.2,0.8,0.09,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"FW,MF",2006,10,449,45,31.2,5.0,3,76,0,7,31,2,1.86,9,3,6,1.2,0.84,ARG,"FW,MF",2006,5.0,1,0,0,12,6,5,7,0,3,,,0,1000000.0
ARG-Primera División Argentina,2026,Banfield,Tiziano Perrotta,ARG,FW,19-204,2006,13,11,823,9.1,4,1,5,4,0,0,0,0,0.44,0.11,0.55,0.44,0.55,ARG,FW,2006,9.1,4,28,10,35.7,3.06,1.09,0.14,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,2006,13,823,63,57.2,9.1,11,73,1,2,8,3,1.31,11,13,-2,-0.22,-0.22,ARG,FW,2006,9.1,0,0,0,9,11,5,5,0,7,,,0,2000000.0
ARG-Primera División Argentina,2026,Aldosivi,Joaquin Salinas,,,19-214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Arg Juniors,Tobías Ramírez,ARG,DF,19-218,2006,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,2006,1.0,0,2,1,50.0,2.0,1.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2006,1,90,90,6.3,1.0,1,90,1,0,,6,3.0,1,0,1,1.0,0.8,ARG,DF,2006,1.0,1,0,0,2,0,0,0,0,0,,,0,3500000.0
ARG-Primera División Argentina,2026,River Plate,Tobías Ramírez,ARG,DF,19-218,2006,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,2006,0.5,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2006,1,45,45,3.1,0.5,1,45,0,0,,0,3.0,1,0,1,2.0,1.42,ARG,DF,2006,0.5,1,0,0,1,0,1,0,0,2,,,0,3500000.0
ARG-Primera División Argentina,2026,Rosario Central,Leonardo Rios,ARG,DF,19-220,2006,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,2006,0.3,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2006,1,24,24,1.7,0.3,0,,0,1,24,2,1.0,0,1,-1,-3.75,-4.07,ARG,DF,2006,0.3,0,0,0,0,1,0,1,1,0,,,0,
ARG-Primera División Argentina,2026,Platense,Thiago Currado,,,19-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,C. Córdoba–SdE,Agustín Romero,,,19-227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,1700000.0
ARG-Primera División Argentina,2026,Newell's,Luca Regiardo,ARG,MF,19-237,2006,11,11,964,10.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,2006,10.7,0,5,0,0.0,0.47,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2006,11,964,88,66.9,10.7,11,88,10,0,,5,1.18,10,16,-6,-0.56,0.57,ARG,MF,2006,10.7,4,0,0,18,4,0,3,21,19,,,0,1700000.0
ARG-Primera División Argentina,2026,Banfield,Marcos López,ARG,DF,19-247,2006,1,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,2006,0.1,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2006,1,9,9,0.6,0.1,0,,0,1,9,2,0.0,0,0,0,0.0,0.13,ARG,DF,2006,0.1,1,0,0,2,0,0,0,0,0,,,0,
ARG-Primera División Argentina,2026,Vélez Sarsfield,Álvaro Busso,,,19-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,GK,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,100000.0
ARG-Primera División Argentina,2026,Gimnasia–LP,Nicolas Schelotto,ARG,MF,19-268,2006,16,16,1160,12.9,3,3,6,3,0,0,5,0,0.23,0.23,0.47,0.23,0.47,ARG,MF,2006,12.9,3,16,8,50.0,1.24,0.62,0.19,0.38,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2006,16,1160,73,80.6,12.9,16,73,2,0,,0,1.53,18,16,2,0.16,0.8,ARG,MF,2006,12.9,5,0,0,16,26,1,96,14,19,,,0,6000000.0
ARG-Primera División Argentina,2026,Newell's,Lautaro Rios,,,19-268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,450000.0
ARG-Primera División Argentina,2026,Rosario Central,Marcelo Cabrera,ARG,DF,19-280,2006,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,2006,0.3,0,2,1,50.0,6.67,3.33,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2006,1,27,27,1.9,0.3,0,,0,1,27,3,1.0,0,1,-1,-3.33,-3.65,ARG,DF,2006,0.3,0,0,0,0,0,0,2,0,0,,,0,
ARG-Primera División Argentina,2026,Talleres–C,Jeremías Florentín,,,19-289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,GK,2006,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Gimnasia–LP,Máximo Cabrera,ARG,GK,19-294,2006,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,GK,2006,1.0,0,0,0,,0.0,0.0,,,0,0,ARG,GK,2006,1,1,90,1.0,1,1.0,2,1,50.0,0,0,1,0,0.0,0,0,0,0,,ARG,GK,2006,1,90,90,6.3,1.0,1,90,1,0,,1,0.0,0,1,-1,-1.0,-1.07,ARG,GK,2006,1.0,0,0,0,0,0,0,0,0,0,,,0,
ARG-Primera División Argentina,2026,Defensa,Nazareno Roselli,ARG,MF,19-312,2006,3,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,2006,0.1,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2006,3,13,4,0.9,0.1,0,,0,3,4,13,1.67,0,0,0,0.0,0.19,ARG,MF,2006,0.1,0,0,0,0,0,0,0,0,0,,,0,150000.0
ARG-Primera División Argentina,2026,Tigre,Luka Fuster,,,19-312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,GK,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,River Plate,Cristian Jaime,ARG,FW,19-338,2006,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,FW,2006,0.2,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,2006,1,19,19,1.3,0.2,0,,0,1,19,2,1.0,0,0,0,0.0,-0.63,ARG,FW,2006,0.2,0,0,0,0,1,0,0,0,0,,,0,
ARG-Primera División Argentina,2026,Deportivo Riestra,Benjamín Pérez,ARG,MF,20-014,2006,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,2006,0.2,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2006,1,20,20,1.4,0.2,0,,0,1,20,2,0.0,0,0,0,0.0,0.44,ARG,MF,2006,0.2,0,0,0,0,0,0,0,0,0,,,0,
ARG-Primera División Argentina,2026,Ind. Rivadavia,Juan Dadin,ARG,FW,20-028,2006,6,0,104,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,FW,2006,1.2,0,3,1,33.3,2.6,0.87,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,2006,6,104,17,7.2,1.2,0,,0,6,17,7,1.5,0,0,0,0.0,-0.94,ARG,FW,2006,1.2,1,0,0,3,0,0,0,0,2,,,0,
ARG-Primera División Argentina,2026,Racing Club,Tomás Pérez,ARG,FW,20-051,2006,2,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,FW,2006,0.6,0,1,1,100.0,1.73,1.73,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,2006,2,52,26,3.6,0.6,0,,0,2,26,6,1.0,1,0,1,1.73,1.67,ARG,FW,2006,0.6,0,0,0,2,0,0,1,0,0,,,0,300000.0
ARG-Primera División Argentina,2026,Vélez Sarsfield,Thiago Silvero,ARG,DF,20-060,2006,4,2,196,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,2006,2.2,0,3,0,0.0,1.38,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2006,4,196,49,13.6,2.2,2,90,2,2,8,12,1.25,3,1,2,0.92,0.63,ARG,DF,2006,2.2,1,0,0,2,3,1,9,4,3,,,0,300000.0
ARG-Primera División Argentina,2026,Independiente,Josias Palais,,,20-067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2006,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Independiente,Facundo Valdéz,ARG,MF,20-068,2006,6,1,132,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,2006,1.5,0,1,0,0.0,0.68,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2006,6,132,22,9.2,1.5,1,79,0,5,11,3,0.83,1,1,0,0.0,-0.28,ARG,MF,2006,1.5,0,0,0,2,0,0,3,0,1,,,0,200000.0
ARG-Primera División Argentina,2026,Lanús,Thiago Laplace,,,20-075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,River Plate,Facundo González,ARG,DF,20-075,2006,2,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,2006,1.2,0,1,0,0.0,0.83,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2006,2,108,54,7.5,1.2,1,90,1,1,18,5,3.0,4,1,3,2.5,2.03,ARG,DF,2006,1.2,0,0,0,3,0,0,1,4,3,,,0,
ARG-Primera División Argentina,2026,Gimnasia–LP,Pablo Aguiar,ARG,MF,20-091,2006,5,2,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,2006,1.6,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2006,5,148,30,10.3,1.6,2,59,0,3,10,9,1.8,2,4,-2,-1.22,-1.36,ARG,MF,2006,1.6,0,0,0,4,1,0,1,0,2,,,0,
ARG-Primera División Argentina,2026,Lanús,Thiago Balbuena,,,20-093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Tigre,Juan Villalba,ARG,DF,20-094,2006,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,2006,1.0,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2006,1,90,90,6.3,1.0,1,90,1,0,,14,1.0,1,1,0,0.0,-0.2,ARG,DF,2006,1.0,1,0,0,1,2,0,2,1,0,,,0,300000.0
ARG-Primera División Argentina,2026,Gimnasia–LP,Cayetano Bolzán,ARG,FW,20-095,2006,3,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,FW,2006,0.4,0,1,0,0.0,2.31,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,2006,3,39,13,2.7,0.4,0,,0,3,13,3,2.0,1,0,1,2.31,2.37,ARG,FW,2006,0.4,0,0,0,1,0,1,0,0,0,,,0,
ARG-Primera División Argentina,2026,Boca Juniors,Camilo Rey,ARG,MF,20-099,2006,2,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,2006,0.8,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2006,2,74,37,5.1,0.8,1,73,0,1,1,5,2.0,1,1,0,0.0,-0.86,ARG,MF,2006,0.8,0,0,0,0,1,0,0,2,0,,,0,
ARG-Primera División Argentina,2026,Deportivo Riestra,Dariel Ganly,,,20-104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Huracán,Lautaro Mora,ARG,FW,20-112,2006,5,0,52,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,FW,2006,0.6,0,1,0,0.0,1.73,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,2006,5,52,10,3.6,0.6,0,,0,5,10,7,2.2,0,0,0,0.0,-0.26,ARG,FW,2006,0.6,1,0,0,2,0,0,0,1,0,,,0,25000.0
ARG-Primera División Argentina,2026,Estudiantes–LP,Valente Pierani,,,20-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2006,0,,,,,0,,0,0,,7,,,,,,,,,,,,,,,,,,,,,,,200000.0
ARG-Primera División Argentina,2026,Huracán,Thiago Pérez,,,20-117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Vélez Sarsfield,Maher Carrizo,ARG,MF,20-118,2006,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,2006,0.5,0,1,0,0.0,2.0,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2006,1,45,45,3.1,0.5,0,,0,1,45,0,3.0,2,0,2,4.0,3.74,ARG,MF,2006,0.5,0,0,0,2,2,0,1,0,0,,,0,
ARG-Primera División Argentina,2026,CA San Lorenzo,Alejo Rivas,,,20-121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Tigre,Santiago López,ARG,"MF,FW",20-128,2006,15,9,900,10.0,0,2,2,0,0,0,2,0,0.0,0.2,0.2,0.0,0.2,ARG,"MF,FW",2006,10.0,0,18,5,27.8,1.8,0.5,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"MF,FW",2006,15,900,60,62.5,10.0,9,82,2,6,27,1,1.13,5,12,-7,-0.7,-2.37,ARG,"MF,FW",2006,10.0,2,0,0,24,23,4,67,7,15,,,0,2000000.0
